Code,Width,Height,isAPINotFunc,isWhiteNoise,RoadType,ImageType,CarsVisible,isLPVisible,Note
C1257003,704,576,,,3,0,2,,
C1257004,704,576,,,3,0,2,,
C1257009,704,576,,,2,0,0,,
C1257101,1280,720,,,0,1,1,,
C1257102,1280,720,,,0,1,1,,
C1257109,1280,720,,,2,1,0,,
C1257201,1280,720,,,0,1,1,,
C1257301,1280,720,,,0,1,1,,
C1257302,1280,720,,,0,1,1,,
C1257309,1280,720,,,2,1,0,,
C1257401,1280,720,,,0,1,1,,
C1257501,1280,720,,,0,1,1,,
C1257601,800,600,,,0,1,1,,
C1257701,800,450,,,0,1,1,,
C1257809,1280,720,,,0,1,1,,
C1257901,1280,720,,,0,1,0,,
C1258101,1280,720,,,3,1,2,,
C1258102,1280,720,,,3,1,2,,
C1258103,1280,720,,,3,1,2,,
C1258104,1280,720,,,3,1,1,,
C1258109,1280,720,,,2,1,0,,
C1258201,1280,720,,,0,1,1,,"Black images in the night, no IR supposedly"
C1258202,1280,720,,,0,1,1,,
C1258209,1280,720,,,2,1,0,,
C1258302,1440,1080,,,0,1,0,,
C1258401,1280,720,,,0,1,0,,
C1258402,1280,720,,,0,1,1,,
C1258409,1280,720,,,2,1,0,,
C1258501,1280,720,,,0,1,0,,5 similar images
C1258601,704,576,,,0,0,1,,
C1258602,704,576,,,0,0,0,,
C1258609,704,576,,,2,0,0,,
C1258701,1280,720,,,3,1,1,,
C1258702,1280,720,,,3,1,2,,
C1258703,1280,720,,,3,1,1,,
C1258704,1280,720,,,3,1,1,,
C1258709,1280,720,,,2,1,0,,
C1258801,1280,720,,,3,1,0,,
C1258802,1280,720,,,3,1,1,,
C1258809,1280,720,,,2,1,0,,
C1258901,1280,720,,,3,1,2,,
C1258902,1280,720,,,3,1,2,,
C1258903,1280,720,,,3,1,2,,
C1258904,1280,720,,,3,1,2,,
C1258909,1280,720,,,2,1,0,,
C1259001,1280,720,,,3,1,1,,
C1259002,1280,720,,,3,1,2,,
C1259003,1280,720,,,3,1,2,,
C1259004,1280,720,,,3,1,2,,
C1259009,1280,720,,,2,1,0,,
C1259101,1280,720,,,0,1,1,,
C1259102,1280,720,,,3,1,1,,
C1259109,1280,720,,,2,1,0,,
C1259200,1280,720,,,3,1,2,,
C1259300,1280,720,,,3,1,1,,
C1259400,1280,720,,,3,1,1,,
C1259500,1280,720,,,3,1,1,,
C1259600,1280,720,,,3,1,1,,
C1259701,1280,720,,,3,1,2,,
C1259702,1280,720,,,3,1,2,,
C1259703,1280,720,,,3,1,1,,
C1259704,1280,720,,,3,1,1,,
C1259801,1280,720,,,3,1,1,,
C1259802,1280,720,,,3,1,1,,
C1259803,1280,720,,,3,1,1,,
C1259804,1280,720,,,3,1,1,,
C1259809,1280,720,,,2,1,0,,
C1259901,1280,720,,,3,1,0,,
C1259902,1280,720,,,3,1,1,,
C1259903,1280,720,,,2,1,0,,Bridge view
C1259904,1280,720,,,2,1,0,,Bridge view
C1259905,1280,720,,,2,1,1,,Bridge view
C1259906,1280,720,,,2,1,0,,Bridge view
C1259907,1280,720,,,2,1,0,,Bridge view
C1259908,1280,720,,,2,1,0,,Bridge view
C1259909,1280,720,,,2,1,0,,
C1260101,1280,720,,,0,1,0,,
C1260102,1280,720,,,0,1,0,,
C1260108,1280,720,,,,,,,Lake View?
C1260109,1280,720,,,2,1,0,,
C1260201,1280,720,,,0,1,0,,
C1260202,1280,720,,,0,1,1,,
C1260209,1280,720,,,2,1,0,,
C1260401,1280,720,,,0,1,1,,
C1260402,1280,720,,,0,1,0,,
C1260403,1280,720,,,0,1,0,,
C1260404,1280,720,,,0,1,0,,
C1260409,1280,720,,,2,1,0,,
C1260501,1280,720,,,3,1,1,,
C1260502,1280,720,,,0,1,0,,
C1260509,1280,720,,,2,1,0,,
C1260601,1280,720,,,0,1,0,,
C1260701,1280,720,,,0,1,0,,
C1261101,1280,720,,,0,1,0,,
C1261200,1280,720,,,3,1,2,,
C1261300,1280,720,,,3,1,1,,
C1261400,1280,720,,,3,1,2,,
C1261801,1280,720,,,0,1,0,,
C1261802,1280,720,,,0,1,0,,
C1261809,1280,720,,,2,1,0,,
C1262000,1280,720,,,3,1,1,,
C1262100,1280,720,,,0,1,0,,
C1262200,1280,720,,,3,1,1,,
C1262401,1280,720,,,0,1,0,,
C1262501,1280,720,,,0,1,0,,Something is redacted with black box
C1450101,1280,720,,,0,1,1,,
C1450102,1280,720,,,0,1,1,,
C1450109,1280,720,,,0,1,1,,
C1450201,1280,720,,,0,1,1,,
C1450301,1280,720,,,,,,,IDK what’s that
C1450302,1280,720,,,,,,,IDK what’s that
C1450309,1280,720,,,,,,,IDK what’s that
C1450401,1280,720,,,0,1,1,,
C1450402,1280,720,,,0,1,1,,
C1450409,1280,720,,,2,1,0,,
C1450501,704,576,,,0,1,0,,
C1450502,704,576,,,0,1,0,,
C1450509,704,576,,,2,1,0,,
C1450701,1280,720,,,0,1,0,,
C1450702,1280,720,,,0,1,1,,
C1450707,,,1,,,,,,
C1450709,1280,720,,,2,1,1,,
C1450801,1280,720,,,0,1,0,,
C1450802,1280,720,,,0,1,0,,
C1450809,1280,720,,,2,1,0,,
C1450901,704,576,,,0,0,0,,
C1451001,704,576,,,0,0,1,,
C1451002,704,576,,,0,0,1,,
C1451009,704,576,,,2,0,1,,
C1451102,704,576,,,0,0,1,,
C1451201,1280,720,,,0,1,0,,
C1451202,1280,720,,,0,1,0,,
C1451203,1280,720,,,0,1,0,,
C1451209,1280,720,,,2,1,0,,
C1451301,704,576,,,0,0,0,,
C1451401,704,576,,,0,0,1,,
C1451402,704,576,,,0,0,1,,
C1451409,704,576,,,2,0,0,,
C1451501,1280,720,,,0,1,0,,No IR
C1451502,1280,720,,,0,1,0,,No IR
C1451509,1280,720,,,2,1,0,,
C1451601,1280,720,,,0,1,1,,
C1451602,1280,720,,,0,1,0,,
C1451609,1280,720,,,2,1,0,,
C1451701,704,576,,,3,0,1,,
C1451702,704,576,,,3,0,1,,
C1451709,704,576,,,2,0,0,,
C1451901,1280,720,,,3,1,1,,
C1451902,1280,720,,,3,1,1,,
C1451909,1280,720,,,2,1,0,,
C1452001,1280,720,,,3,1,1,,
C1452002,1280,720,,,3,1,1,,
C1452009,1280,720,,,2,1,0,,
C1452201,1280,720,,,0,1,0,,
C1452202,1280,720,,,0,1,0,,
C1452209,1280,720,,,2,1,0,,
C1452301,1280,720,,,0,1,0,,
C1452302,1280,720,,,0,1,0,,
C1452309,1280,720,,,2,1,0,,
C1452401,1280,720,,,0,1,0,,
C1452402,1280,720,,,0,1,0,,
C1452409,1280,720,,,2,1,0,,
C1452501,704,576,,,0,0,0,,
C1452502,704,576,,,0,0,1,,
C1452509,704,576,,,2,0,0,,
C1452601,704,576,,,3,0,1,,
C1452602,704,576,,,3,0,1,,
C1452609,704,576,,,2,0,0,,
C1452701,1280,720,,,0,1,0,,
C1452702,1280,720,,,0,1,0,,House redacted with grey
C1452709,1280,720,,,2,1,0,,
C1452801,704,576,,,0,0,0,,
C1452802,704,576,,,0,0,0,,
C1452809,704,576,,,2,0,0,,
C1453001,1280,720,,,0,1,0,,
C1453002,1280,720,,,0,1,0,,
C1453009,1280,720,,,2,1,0,,
C1453101,1280,720,,,0,1,0,,
C1453102,1280,720,,,0,1,1,,
C1453109,1280,720,,,2,1,0,,
C1453201,1280,720,,,0,1,0,,
C1453202,1280,720,,,0,1,0,,
C1453209,1280,720,,,2,1,0,,
C1453301,1280,720,,,0,1,1,,
C1453302,1280,720,,,0,1,0,,
C1453308,1280,720,,,,,,,Lake View
C1453309,1280,720,,,0,1,0,,
C1453401,704,576,,,0,0,0,,
C1453402,704,576,,,0,0,0,,
C1453409,704,576,,,2,0,0,,
C1453502,1280,720,,,0,1,1,,
C1453507,1280,720,,,0,1,1,,
C1453508,1280,720,,,,,,,Mountain View
C1453509,1280,720,,,2,1,0,,
C1453601,1280,720,,,0,1,0,,
C1453602,1280,720,,,0,1,0,,
C1453609,1280,720,,,2,1,0,,
C1453701,1280,720,,,0,1,0,,
C1453702,1280,720,,,0,1,0,,
C1453709,1280,720,,,2,1,0,,
C1453801,704,576,,,0,0,0,,
C1453802,704,576,,,0,0,0,,
C1453809,704,576,,,2,0,0,,
C1453901,704,576,,,0,0,1,,
C1453902,704,576,,,0,0,1,,
C1453909,704,576,,,2,0,0,,
C1454001,1280,720,,,0,1,0,,
C1454002,1280,720,,,0,1,1,,
C1454007,1280,720,,,,,,,Lake View
C1454009,1280,720,,,2,1,0,,
C1454101,704,576,,,0,0,0,,
C1454102,704,576,,,0,0,0,,
C1454109,704,576,,,2,0,0,,
C1454201,1280,720,,,0,1,1,,
C1454202,1280,720,,,0,1,1,,
C1454209,1280,720,,,2,1,0,,
C1454301,704,576,,,0,0,1,,
C1454302,704,576,,,0,0,0,,
C1454309,704,576,,,2,0,0,,
C1454401,1280,720,,,0,1,1,,
C1454402,1280,720,,,0,1,1,,
C1454407,1280,720,,,0,1,1,,
C1454409,1280,720,,,2,1,0,,
C1454601,704,576,,,0,0,0,,
C1454602,704,576,,,0,0,1,,
C1454609,704,576,,,2,0,0,,
C1455401,704,576,,,0,0,1,,
C1455402,704,576,,,0,0,0,,
C1455409,704,576,,,2,0,0,,
C1455501,1280,720,,,0,1,0,,
C1455502,1280,720,,,0,1,0,,
C1455509,1280,720,,,2,1,0,,
C1455601,704,576,,,3,0,1,,
C1455602,704,576,,,3,0,1,,
C1455609,704,576,,,2,0,0,,
C1455701,704,576,,,3,0,1,,
C1455702,704,576,,,3,0,1,,
C1455709,704,576,,,2,0,1,,
C1455801,1280,720,,,3,1,1,,
C1455802,1280,720,,,3,1,1,,
C1455809,1280,720,,,2,1,0,,
C1455901,704,576,,,3,0,2,,
C1455902,704,576,,,3,0,1,,
C1455909,704,576,,,2,0,0,,
C1456001,704,576,,,3,0,1,,
C1456002,704,576,,,3,0,1,,
C1456009,704,576,,,2,0,0,,
C1456101,704,576,,,3,0,1,,
C1456102,704,576,,,3,0,2,,
C1456109,704,576,,,2,0,0,,
C1456209,704,576,,,0,0,1,,
C1456301,704,576,,,0,0,0,,
C1456302,704,576,,,0,0,0,,
C1456309,704,576,,,0,0,0,,
C1456401,704,576,,,0,0,0,,
C1456402,704,576,,,0,0,0,,
C1456409,704,576,,,2,0,1,,
C1456601,704,576,,,0,0,0,,
C1456602,704,576,,,0,0,0,,No IR
C1456606,704,576,,,0,0,0,,No IR
C1456609,704,576,,,2,0,0,,
C1456701,1280,720,,,3,1,1,,
C1456801,1280,720,,,3,1,1,,
C1456901,1280,720,,,0,1,0,,
C1457101,1280,720,,,0,1,1,,
C1457102,1280,720,,,0,1,1,,No IR
C1457109,1280,720,,,2,1,0,,
C1457301,1280,720,,,0,1,1,,
C1457302,1280,720,,,0,1,0,,
C1457305,1280,720,,,,,,,Lake View
C1457309,1280,720,,,2,1,0,,
C1457401,1280,720,,,0,1,0,,
C1457402,1280,720,,,0,1,0,,
C1457409,1280,720,,,2,1,0,,
C1457501,1280,720,,,3,1,0,,
C1457502,1280,720,,,3,1,0,,
C1457509,1280,720,,,2,1,0,,
C1457801,1280,720,,,0,1,0,,
C1457802,1280,720,,,0,1,0,,
C1457808,1280,720,,,,,,,Tower View
C1457809,1280,720,,,2,1,0,,
C1457901,1280,720,,,0,1,0,,
C1458001,1280,720,,,0,1,0,,
C1458101,1280,720,,,0,1,0,,
C1458102,1280,720,,,0,1,1,,
C1458109,1280,720,,,2,1,0,,
C1458201,1280,720,,,0,1,0,,
C1458202,1280,720,,,0,1,0,,
C1458209,1280,720,,,2,1,0,,
C1458301,1280,720,,,0,1,0,,
C1458302,1280,720,,,0,1,1,,
C1458309,1280,720,,,2,1,0,,
C1458401,1280,720,,,0,1,0,,
C1458402,1280,720,,,0,1,0,,
C1458409,1280,720,,,2,1,0,,
C1458501,1280,720,,,0,1,1,,
C1458502,1280,720,,,0,1,0,,
C1458509,1280,720,,,2,1,0,,
C1458601,1280,720,,,0,1,0,,
C1458602,1280,720,,,0,1,1,,
C1458609,1280,720,,,2,1,0,,
C1458701,1280,720,,,0,1,0,,
C1458801,1280,720,,,0,1,0,,
C1458901,1280,720,,,0,1,0,,
C1650101,704,576,,,3,0,1,,
C1650200,704,576,,,3,0,1,,
C1650300,704,576,,,3,0,2,,
C1650400,704,576,,,3,0,1,,
C1650500,704,576,,,3,0,1,,
C1650600,704,576,,,3,0,1,,
C1650700,704,576,,,3,0,1,,
C1650800,704,576,,,3,0,1,,
C1650900,704,576,,,3,0,1,,
C1651000,704,576,,,3,0,1,,
C1651100,704,576,,,3,0,1,,
